"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","pctpell","curroper","ugds_nhpi","distanceonly","womenonly","ugds_aian","ugds","preddeg","annhi","ccbasic","zip","ugds_2mor","pftfac","hbcu","ugds_black","nanti","ugds_unkn","ugds_asian","numbranch","control","pptug_ef2","ugds_nra","pbi","menonly","hcm2","ugds_white","aanapii","hsi","accredagency","tribal","ugds_hisp","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","md_faminc","loan_ever","married","par_ed_pct_ps","debt_mdn","age_entry","female","faminc","pctfloan","appl_sch_pct_ge2","pell_ever","first_gen","grad_debt_mdn","ug25abv","par_ed_pct_ms","par_ed_pct_hs","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","age_entry_sq","agege24","dependent","veteran","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"112",2044,"Mesa",4,NA,1,-2,1,4131,11,441210,-2,0.2639,1,0,0,0,0.0237,211,1,0,-2,85201,0,NA,0,0.0995,0,0.0521,0.019,1,1,0.4976,0,0,0,0,0.545,0,0,NA,0,0.2607,-2,"East Valley Institute of Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11502,NA,NA,12000,2014,0.1452991453,22555,0.307692308,0.2136752137,0.4871794872,5500,27,0.4743589744,27377,0,0.3547008547,0.901709402,0.5128205128,5500,NA,NA,0.4307692308,NA,NA,34107,23094,NA,NA,0.3888888889,NA,23094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",14781,"Prescott",4,8536,4,14,0,26607,41,104586,-2,0.2501,1,0.0056,0,0,0.0036,1971,3,0,22,86301,0.0939,0.7333,0,0.0167,0,0.0949,0.0553,2,2,0.0518,0.0989,0,0,0,0.5753,0,0,"Southern Association of Colleges and Schools Commission on Colleges",0,0.0558,10,"Embry-Riddle Aeronautical University-Prescott",NA,NA,0.8016,0.74323927101704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46174,NA,31648,31648,NA,2014,0.2590998745,36403,0.636363636,0.3390711852,0.6362928349,13000,25,0.1750044827,54509,0.5189,0.4274699659,0.668818361,0.3637071651,24411,NA,NA,0.3413161994,0.1766182535,0.1222879684,82349,33447,NA,NA,0.4306975076,0.0170342478,33447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",15126,"Phoenix",4,NA,3,6,0,33714,11,103723,-2,0.7205,0,0,0,0,0.0241,83,3,0,30,85040,0.0241,NA,0,0.0843,0,0.3855,0,4,3,0.3373,0,0,0,0,0.3253,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.1566,6,"Collins College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0.2824074074,11882,0.921296296,0.0509259259,0.5697674419,35160,24,0.6018518519,20411,0.8228,0.5555555556,0.865740741,0.4302325581,47000,NA,NA,NA,0.2083333333,0.1435185185,30227,10776,NA,NA,0.4953703704,NA,10776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",55110,"Glendale",4,13694,4,0,1,71514,21,103778,-2,0,0,0,0,0,0,1,1,0,29,85306,0,0.3607,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,6,"Thunderbird School of Global Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,26849,NA,NA,NA,NA,30,NA,23108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",7086,"Glendale",4,NA,1,-2,1,17356,21,103963,-2,0.7919,0,0.043,0,0,0.1274,628,1,0,-2,85301,0,NA,0,0.0812,0,0.0334,0.0048,1,3,0,0,0,0,0,0.3774,0,0,NA,0,0.3328,-2,"Arizona Automotive Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33284,NA,NA,19220,2014,0.0719367589,14503,0.788932806,0.223715415,0.4488697524,9500,28,0.0656126482,19777,0.7592,0.2150197628,0.905928854,0.5511302476,13000,NA,NA,0.451022605,0.0403162055,0.0213438735,32674,15036,NA,NA,0.2687747036,0.0339920949,15036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1491,"Phoenix",4,3374,2,4,1,10449,11,105659,-2,0.6078,1,0.0101,0,0,0.0763,695,1,0,11,85034,0.0245,0.7692,0,0.0791,0,0.0993,0.0086,1,3,0,0.0029,0,0,0,0.4173,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.282,2,"Refrigeration School Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24545,NA,NA,18650,2014,0.0776014109,19384,0.824514991,0.2610229277,0.4602463606,9500,30,0.0211640212,26485,0.6794,0.1798941799,0.818342152,0.5397536394,11183,NA,NA,0.4624860022,0.0352733686,0.0202821869,44183,21784,NA,NA,0.2098765432,0.0458553792,21784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1830,"Lake Havasu City",4,NA,1,-2,1,8454,13,104391,-2,0.7405,1,0,0,0,0.0185,54,1,0,-2,86403,0,NA,0,0.0185,0,0,0,1,3,0,0,0,0,0,0.7593,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2037,-2,"Charles of Italy Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13803,NA,NA,11100,2014,NA,15610,0.836734694,0.2448979592,NA,6500,27,0.7857142857,22889,0.6107,NA,NA,0.5662650602,7389,NA,NA,0.5060240964,NA,NA,36989,15055,NA,NA,0.3571428571,NA,15055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",6303,"Holbrook",4,6020,2,1,1,1245,41,105349,-2,0.2861,1,0.0018,0,0,0.3732,1691,1,0,9,86025,0.0059,1,0,0.0106,1,0.0444,0.0065,1,1,0.7534,0,0,0,0,0.4672,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.0905,2,"Northland Pioneer College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13969,NA,1664,7640,NA,2014,0.1590106007,14960,NA,0.2391048292,0.53125,NA,27,0.6242638398,18476,0,0.2909305065,NA,0.46875,NA,NA,NA,0.4318181818,0.1024734982,0.0636042403,23660,15658,NA,NA,0.3521790342,NA,15658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",20904,"Glendale",4,11643,4,0,0,44185,21,423643,-2,NA,1,NA,0,0,NA,NA,4,0,25,85308,NA,0.8691,0,NA,0,NA,NA,2,2,NA,NA,0,0,0,NA,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,18,"Midwestern University-Glendale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",3582,"Phoenix",4,3929,3,4,1,13638,11,103893,-2,0.7287,1,0,0,0,0.0713,617,1,0,10,85051,0.0049,0.5,0,0.0616,0,0.0081,0.0113,6,3,0,0,0,0,0,0.2674,0,0,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,0.5754,2,"Carrington College-Phoenix",NA,NA,0.9904,0.99272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23008,NA,NA,14283,2014,0.1421956396,16430,0.880378159,0.1796256994,0.4404119667,9500,26,0.8140073317,23153,0.4754,0.3343623384,0.820374301,0.5595880333,9500,NA,NA,0.4548798431,0.0769824426,0.040902952,34181,17472,NA,NA,0.3399575535,0.0108045533,17472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2713,"Tucson",4,6249,3,10,1,6165,11,105534,-2,0.503,1,0.0021,0,0,0.0149,1948,1,0,26,85716,0.0344,0.268,0,0.0657,0,0.0118,0.0498,11,3,0,5e-04,0,0,0,0.4533,0,0,"Accrediting Bureau of Health Education Schools",0,0.3676,9,"Pima Medical Institute-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23818,NA,NA,11734,2014,0.1619844163,20276,0.890413897,0.2110944313,0.4932023507,8445,26,0.8281506898,30401,0.639,0.3838015584,0.731717778,0.5067976493,8708,NA,NA,0.4228576441,0.0880691972,0.0501822861,43313,22720,NA,NA,0.3730073629,0.0086496533,22720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",5705,"Tempe",4,NA,1,-2,1,9428,12,104911,-2,0.7185,0,0,0,0,0.016,188,1,0,-2,85282,0.016,NA,0,0.25,0,0.0638,0.016,1,3,0,0,0,0,0,0.2713,0,0,NA,0,0.367,-2,"International Academy of Hair Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18717,NA,NA,15495,2014,0.1909722222,16500,0.857638889,0.15625,0.4845814978,7000,27,0.9305555556,19652,0.7346,0.4513888889,0.881944444,0.5154185022,10556,NA,NA,0.4669603524,NA,NA,28119,15286,NA,NA,0.3402777778,NA,15286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",7738,"Prescott",4,4386,4,9,1,17501,13,105589,-2,0.455,1,0,0,0,0.0352,454,3,0,20,86301,0.0352,0.8657,0,0.0198,0,0.1211,0.022,1,2,0.2004,0.0485,0,0,0,0.7004,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.0176,6,"Prescott College",NA,NA,0.6873,0.68725868725868,455,635,435,570,430,575,545,503,503,20,28,19,31,19,27,NA,NA,24,25,23,NA,1073,1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41256,NA,26415,26415,NA,2014,0.341991342,25048,0.83982684,0.1298701299,0.7373271889,16250,27,0.696969697,49942,0.6073,0.5541125541,0.70995671,0.2626728111,24398.5,NA,NA,NA,0.2207792208,0.1645021645,77574,23936,NA,NA,0.4848484848,NA,23936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",9671,"Tempe",4,10647,4,15,1,12460,12,104151,-2,0.3192,1,0.0024,0,0,0.0133,39316,3,0,15,85287,0.0401,0.8611,0,0.0394,0,0.0083,0.0686,5,1,0.0902,0.0942,0,0,0,0.5457,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.188,15,"Arizona State University-Tempe",NA,NA,0.8433,0.78443051201671,500,630,520,640,NA,NA,565,580,NA,22,28,21,28,23,28,NA,NA,25,25,26,NA,1145,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22312,NA,10157,24503,NA,2014,0.351074513,37288,0.824563165,0.147620004,0.6195220588,15034.5,24,0.5395661779,57456,0.4527,0.5892414809,0.599651871,0.3804779412,20229,NA,NA,0.3357352941,0.2327441923,0.1609426257,73725,32920,NA,NA,0.6012920935,0.007029524,32920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",4701,"Mesa",4,9266,2,1,1,1957,11,105154,-2,0.3423,1,0.0046,0,0,0.0403,19055,1,0,2,85202,0.0205,0.9941,0,0.0661,0,0.0682,0.039,1,1,0.6457,0.0257,0,0,0,0.5002,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2354,5,"Mesa Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12575,NA,2046,7830,NA,2014,0.2800802139,19442,0.455118411,0.1470588235,0.5286259542,4500,25,0.5173796791,27795,0.2207,0.5221543163,0.845779221,0.4713740458,8000,NA,NA,0.4071621015,0.1663483575,0.106092437,38765,18141,NA,NA,0.468105424,0.0109816654,18141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",6537,"Phoenix",4,5030,3,13,1,9345,11,105899,88,0.3039,1,0.0081,0,0,0.0113,620,3,0,22,85032,0.0548,0.1714,0,0.0855,0,0.0403,0.0113,1,2,0.0452,0.021,0,0,0,0.6016,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1661,7,"Arizona Christian University",NA,NA,0.5673,0.56727272727272,420,550,420,540,NA,NA,485,480,NA,19,24,18,25,18,25,NA,NA,22,22,22,NA,988,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33945,NA,22466,22466,NA,2014,0.4522613065,46534,0.864321608,0.0703517588,0.688172043,11000,22,0.3668341709,60424,0.463,0.6608040201,0.600502513,0.311827957,22500,NA,NA,NA,0.3266331658,0.2236180905,69894,19642,NA,NA,0.8115577889,NA,19642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",6512,"Coolidge",4,6105,2,1,1,1192,41,104346,-2,0.4708,1,0.0063,0,0,0.0476,5275,2,0,6,85128,0.037,1,0,0.072,0,0.0817,0.0199,1,1,0.6535,0.0036,0,0,0,0.461,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2709,3,"Central Arizona College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10163,NA,2400,10440,NA,2014,0.2260416667,21524,0.251041667,0.1989583333,0.5111530003,5500,27,0.6166666667,27126,0.168,0.41953125,0.917708333,0.4888469997,9993,NA,NA,0.4187873076,0.1393229167,0.0893229167,34192,21171,NA,NA,0.4572916667,0.0080729167,21171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",3306,"Tempe",4,7104,4,11,1,8252,12,106102,-2,0.3053,1,0.006,0,0,0.0151,996,3,0,29,85282,0.0653,0.03,0,0.1325,0,0.1436,0.009,1,3,0,0.012,0,0,0,0.4669,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1496,9,"Western International University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800,NA,6000,6000,NA,2014,0.2016806723,35949,0.798319328,0.4453781513,0.4039408867,20498,35,0.6386554622,49159,0.3413,0.3991596639,0.630252101,0.5960591133,28875,NA,NA,0.5073891626,0.1512605042,0.1008403361,57339,48686,NA,NA,0.0546218487,0.0924369748,48686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",3378,"Mesa",4,5606,2,4,0,7408,11,260691,-2,0.4691,1,0.001,0,0,0.0578,1038,1,0,10,85202,0.0308,0.6154,0,0.0539,0,0.0578,0.0337,11,3,0,0,0,0,0,0.4952,0,0,"Accrediting Bureau of Health Education Schools",0,0.2697,2,"Pima Medical Institute-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22049,NA,NA,11734,2014,0.1619844163,20276,0.890413897,0.2110944313,0.4932023507,8445,26,0.8281506898,30401,0.5895,0.3838015584,0.731717778,0.5067976493,8708,NA,NA,0.4228576441,0.0880691972,0.0501822861,43313,22720,NA,NA,0.3730073629,0.0086496533,22720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",3778,"Avondale",4,9295,2,1,1,1491,22,384333,-2,0.4275,1,0.0016,0,0,0.0129,7735,2,0,2,85392,0.0213,1,0,0.0942,0,0.0378,0.0376,1,1,0.6309,0.0019,0,0,0,0.3134,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.4793,4,"Estrella Mountain Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11800,NA,2046,7830,NA,2014,0.2944935163,23379,0.443337719,0.1672617929,0.4302873293,5500,25,0.6006389776,29909,0.2353,0.5337342605,0.870137192,0.5697126707,7000,NA,NA,0.4333490344,0.1777861304,0.1076865251,38469,21630,NA,NA,0.4916369104,0.0092087953,21630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2071,"Scottsdale",4,4623,3,11,1,7653,12,262332,-2,0.6254,1,0.0038,0,0,0.0089,1566,2,0,32,85251,0.0096,NA,0,0.0479,0,0.788,0.0038,4,3,0,6e-04,0,0,0,0.1111,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.0262,9,"Le Cordon Bleu College of Culinary Arts-Scottsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21896,NA,11352,11352,NA,2014,0.1203175391,16202,0.873480526,0.2212850409,0.540344515,9950,30,0.5122798313,27298,0.7943,0.3177871496,0.788389978,0.459655485,16205,NA,NA,0.4179510426,0.054577028,0.0324981394,47611,19994,NA,NA,0.2644505086,0.0250558174,19994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",4010,"Chandler",4,9559,2,1,1,1907,21,364025,-2,0.2052,1,0.0046,0,0,0.0177,10842,1,0,2,85225,0.0251,0.9928,0,0.0398,0,0.1196,0.0521,1,1,0.6496,0.0033,0,0,0,0.5104,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2274,4,"Chandler-Gilbert Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12006,NA,2046,7830,NA,2014,0.3201545103,25889,0.495569189,0.1701885935,0.5694551036,3500,25,0.5428311747,36562,0.145,0.5605544195,0.782094978,0.4305448964,8000,NA,NA,0.3873113328,0.1833674165,0.1095205635,47137,25319,NA,NA,0.5153374233,0.0093160645,25319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",10320,"Mesa",4,8198,4,15,0,13296,11,420574,-2,0.3904,1,0.0043,0,0,0.0212,3726,3,0,19,85212,0.0344,0.9183,0,0.0357,0,0.0078,0.0531,5,1,0.1388,0.0743,0,0,0,0.5765,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1927,13,"Arizona State University-Polytechnic",NA,NA,0.7673,0.78443051201671,490,620,513,640,NA,NA,555,577,NA,22,28,21,27,22,28,NA,NA,25,24,25,NA,1138,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21578,NA,9683,23312,NA,2014,0.351074513,37288,0.824563165,0.147620004,0.6195220588,15034.5,24,0.5395661779,57456,0.5308,0.5892414809,0.599651871,0.3804779412,20229,NA,NA,0.3357352941,0.2327441923,0.1609426257,73725,32920,NA,NA,0.6012920935,0.007029524,32920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
