"","inexpfte","ugds_2mor","city","ugds_nhpi","st_fips","avgfacsal","ugds_aian","ugds_asian","highdeg","ccugprof","main","tuitfte","ugds_nra","ugds_unkn","locale","unitid","relaffil","ugds","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pctpell","pftfac","hbcu","ugds_white","nanti","ugds_black","numbranch","control","pbi","menonly","ugds_hisp","hcm2","aanapii","hsi","pptug_ef2","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","appl_sch_pct_ge2","debt_mdn","pell_ever","par_ed_pct_ps","dep_inc_avg","ind_inc_avg","faminc_ind","veteran","dependent","pctfloan","par_ed_pct_hs","md_faminc","female","age_entry","first_gen","appl_sch_pct_ge5","appl_sch_pct_ge4","grad_debt_mdn","faminc","married","loan_ever","ug25abv","par_ed_pct_ms","age_entry_sq","agege24","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"114",15126,0.0357,"Phoenix",0.0051,4,NA,0.0594,0.0153,3,6,0,33714,0,0.3022,11,103723,-2,589,0,0,0,3,0,30,85040,0.7321,NA,0,0.3362,0,0.0934,4,3,0,0,0.1528,0,0,0,0.129,"Accrediting Council for Independent Colleges and Schools",0,6,"Collins College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27315,NA,14880,14880,NA,2012,0.2090322581,0.4329032258,19691,0.865806452,0.5605453087,37710,13758,13758,0.0103225806,0.4722580645,0.9092,0.3889334403,14864,0.464516129,25,0.4394546913,0.0916129032,0.135483871,34500,25070,0.1058064516,0.925806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",55110,0,"Glendale",0,4,13694,0,0,4,0,1,71514,0,0.3333,21,103778,-2,3,0,0,0,1,0,29,85306,0,0.3607,0,0.6667,0,0,1,2,0,0,0,0,0,0,1,NA,0,6,"Thunderbird School of Global Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",7086,0.0152,"Glendale",0,4,NA,0.1474,0.0083,1,-2,1,17356,0,0.0496,21,103963,-2,726,0,0,0,1,0,-2,85301,0.7542,NA,0,0.3444,0,0.1033,1,3,0,0,0.332,0,0,0,0,NA,0,-2,"Arizona Automotive Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23659,NA,NA,24000,2012,0.0540540541,0.2078285182,12139,0.931966449,0.455978975,31999,13216,13216,0.0801491146,0.2972972973,0.7263,0.4572930355,13698,0.0587138863,28,0.544021025,NA,NA,13000,18800,0.1854613234,0.861136999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1491,0.0364,"Phoenix",0.0032,4,3374,0.068,0.0079,2,4,1,10449,0.0032,0.1076,11,105659,-2,632,1,0,0,1,0,11,85034,0.6731,0.7692,0,0.4415,0,0.0823,1,3,0,0,0.25,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,2,"Refrigeration School Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25201,NA,NA,18150,2012,0.0560836502,0.1720532319,11486,0.866920152,0.4394124847,44470,22245,22245,0.0256653992,0.1939163498,0.7736,0.4798041616,18729,0.0171102662,32,0.5605875153,NA,NA,12708,26555,0.2908745247,0.846958175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1830,0,"Lake Havasu City",0.0128,4,NA,0,0,1,-2,1,8454,0,0,13,104391,-2,78,1,0,0,1,0,-2,86403,0.6364,NA,0,0.7692,0,0.0641,1,3,0,0,0.1538,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Charles of Italy Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11104,NA,NA,10000,2012,NA,NA,5359,0.899280576,0.5630252101,57672,24898,24898,NA,0.4100719424,0.6294,NA,18528,0.8992805755,28,0.4369747899,NA,NA,6757,38338,0.2661870504,0.920863309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",6303,0.0117,"Holbrook",0.0029,4,6020,0.377,0.0064,2,1,1,1245,0.0012,0.0793,41,105349,-2,1716,1,0,0,1,0,9,86025,0.3207,1,0,0.4493,1,0.0082,1,1,0,0,0.0641,0,0,0,0.5513,"North Central Association of Colleges and Schools The Higher Learning Commission",0,2,"Northland Pioneer College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11670,NA,1558,7090,NA,2012,0.1736526946,0.3353293413,NA,NA,0.5010460251,25000,16760,16760,NA,0.3601368691,0,0.4456066946,16206,0.6638152267,27,0.4989539749,0.0727117194,0.1035072712,NA,19728,0.2626176219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",20904,NA,"Glendale",NA,4,11643,NA,NA,4,0,0,44185,NA,NA,21,423643,-2,NA,1,0,0,4,0,25,85308,NA,0.8691,0,NA,0,NA,2,2,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Midwestern University-Glendale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",3582,0.0196,"Phoenix",0.0071,4,3929,0.0946,0.0107,3,4,1,13638,0,0.0161,11,103893,-2,560,1,0,0,1,0,10,85051,0.4309,0.5,0,0.3339,0,0.0464,6,3,0,0,0.4714,0,0,0,0,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,2,"Carrington College-Phoenix",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23848,NA,NA,14212,2012,0.1406314063,0.3544485445,9198.5,0.888068881,0.4484549468,36736,18658,18658,0.0092250923,0.3214432144,0.42,0.4526097118,16520,0.7900779008,27,0.5515450532,0.0444854449,0.0758507585,9500,24469,0.1857318573,0.905699057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2713,0.0276,"Tucson",0.0072,4,6249,0.0099,0.0392,3,10,1,6165,0.0011,0.016,11,105534,-2,1811,1,0,0,1,0,26,85716,0.4454,0.268,0,0.4434,0,0.0685,11,3,0,0,0.3871,0,0,0,0,"Accrediting Bureau of Health Education Schools",0,9,"Pima Medical Institute-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19949,NA,NA,11070,2012,0.1526846821,0.3697170677,7942,0.789176603,0.4943206081,45997,22804,22804,0.0093840401,0.3371904325,0.5623,0.4320608079,20438,0.8133069922,27,0.5056793919,0.0445918295,0.0775418048,8708,30624,0.2270514358,0.906653496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",5705,0.0088,"Tempe",0,4,NA,0.0219,0.0044,1,-2,1,9428,0,0.1053,12,104911,-2,228,0,0,0,1,0,-2,85282,0.6552,NA,0,0.307,0,0.114,1,3,0,0,0.4386,0,0,0,0,NA,0,-2,"International Academy of Hair Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18506,NA,NA,15495,2012,0.1804511278,0.4310776942,7000,0.909774436,0.484375,37675,15294,15294,NA,0.335839599,0.6805,0.428125,13449,0.9323308271,26,0.515625,0.0601503759,0.0852130326,9996.5,22810,0.1829573935,0.864661654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",7738,0.0417,"Prescott",0.0015,4,4386,0.0268,0.0089,4,9,1,17501,0.0238,0.07,13,105589,-2,671,1,0,0,3,0,20,86301,0.4615,0.8657,0,0.7466,0,0.0164,1,2,0,0,0.0641,0,0,0,0.1952,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Prescott College",NA,NA,0.8147,0.8147,500,630,460,590,440,640,565,525,540,22,25,21,26,18,24,NA,NA,24,24,21,NA,1090,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38249,NA,28820,28820,NA,2012,0.3037634409,0.561827957,15750,0.709677419,0.7434402332,79952,27057,27057,NA,0.4543010753,0.7206,0.2244897959,26328,0.623655914,28,0.2565597668,0.1586021505,0.2096774194,25000,51087,0.1774193548,0.930107527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",9671,0.0298,"Tempe",0.0026,4,10647,0.0169,0.0582,4,15,1,12460,0.0377,0.0116,12,104151,-2,59183,1,0,0,3,0,15,85287,0.4065,0.8611,0,0.5988,0,0.0506,5,1,0,0,0.1937,0,0,0,0.1574,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Arizona State University-Tempe",NA,NA,0.8891,0.8891,480,610,490,630,NA,NA,545,560,NA,21,27,20,27,21,27,NA,NA,24,24,24,NA,1105,1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21537,NA,9724,22977,NA,2012,0.2948631974,0.521861588,13000,0.629761266,0.6285463906,77111,31248,31248,0.0071083691,0.6096097103,0.5306,0.3343557162,39015,0.5348377146,24,0.3714536094,0.1302642167,0.189880633,18750,59206,0.1362325644,0.861252682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",4701,0.0161,"Mesa",0.0046,4,9266,0.0435,0.0383,2,1,1,1957,0.0103,0.0811,11,105154,-2,21042,1,0,0,1,0,2,85202,0.3937,0.9941,0,0.5324,0,0.0725,1,1,0,0,0.2014,0,0,0,0.6469,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Mesa Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11955,NA,1854,7638,NA,2012,0.2551975768,0.5038551563,3500,0.867203635,0.5302177636,40660,17738,17738,0.0098444169,0.4189040341,0.2718,0.4119566104,18790,0.5247143054,26,0.4697822364,0.0890816467,0.1446372023,NA,27340,0.1670797191,0.574142916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",6537,0,"Phoenix",0.0091,4,5030,0.0091,0.0073,3,13,1,9345,0.0109,0.1989,11,105899,88,548,1,0,0,3,0,22,85032,0.3478,0.1714,0,0.6405,0,0.0547,1,2,0,0,0.0693,0,0,0,0.0493,"North Central Association of Colleges and Schools The Higher Learning Commission",0,7,"Arizona Christian University",NA,NA,0.7129,0.7129,450,580,450,578,NA,NA,515,514,NA,19,25,19,25,18,24,NA,NA,22,22,21,NA,1029,1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33528,NA,21040,21040,NA,2012,0.3323943662,0.5605633803,11750,0.605633803,0.7272727273,79852,23137,23137,NA,0.7690140845,0.5819,NA,51455,0.4873239437,21,0.2727272727,0.1464788732,0.2169014085,23781,66752,0.1070422535,0.870422535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",6512,0.0343,"Coolidge",0.0057,4,6105,0.0511,0.0132,2,1,1,1192,0.0026,0.0705,41,104346,-2,5833,1,0,0,2,0,6,85128,0.4567,1,0,0.4744,0,0.0725,1,1,0,0,0.2758,0,0,1,0.6208,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Central Arizona College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9439,NA,2160,9600,NA,2012,0.2253833737,0.4110169492,4185,0.927360775,0.4853199498,34134,20889,20889,0.0098870056,0.387409201,0.1752,0.443161857,19512,0.610976594,27,0.5146800502,0.0914043584,0.1378127522,10122,26020,0.2328490718,0.341000807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",3306,0.0416,"Tempe",0.0038,4,7104,0.0239,0.0057,4,11,1,8252,0.0148,0.1101,12,106102,-2,2089,1,0,0,3,0,29,85282,0.3913,0.03,0,0.4907,0,0.1747,1,3,0,0,0.1345,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,9,"Western International University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27354,NA,11040,11040,NA,2012,0.2078039927,0.4754990926,6756,0.849364791,0.469342252,35939,26855,26855,0.0353901996,0.0235934664,0.4303,0.4570791527,18491,0.6479128857,36,0.530657748,0.057168784,0.1016333938,30670.5,27069,0.3194192377,0.783121597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",3378,0.0214,"Mesa",0.0021,4,5606,0.0457,0.0314,2,4,0,7408,0,0.0785,11,260691,-2,1401,1,0,0,1,0,10,85202,0.4411,0.6154,0,0.5246,0,0.0428,11,3,0,0,0.2534,0,0,0,0,"Accrediting Bureau of Health Education Schools",0,2,"Pima Medical Institute-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19955,NA,NA,11070,2012,0.1526846821,0.3697170677,7942,0.789176603,0.4943206081,45997,22804,22804,0.0093840401,0.3371904325,0.5831,0.4320608079,20438,0.8133069922,27,0.5056793919,0.0445918295,0.0775418048,8708,30624,0.2270514358,0.906653496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",3778,0.0168,"Avondale",0.0033,4,9295,0.0157,0.0385,2,1,1,1491,0.0037,0.0489,22,384333,-2,7216,1,0,0,2,0,2,85392,0.4577,1,0,0.3355,0,0.098,1,1,0,0,0.4396,0,0,1,0.659,"North Central Association of Colleges and Schools The Higher Learning Commission",0,4,"Estrella Mountain Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10672,NA,1854,7638,NA,2012,0.2882730652,0.5282189929,4750,0.884589388,0.4367551746,39270,22440,22440,0.0101385603,0.4557282866,0.2709,0.4426092411,24003,0.6216627239,26,0.5632448254,0.1072997634,0.1720175735,4000,30110,0.188746198,0.516221697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2071,0.0281,"Scottsdale",0.0053,4,4623,0.0361,0.0134,3,11,1,7653,0,0.4345,12,262332,-2,1496,1,0,0,2,0,32,85251,0.5318,NA,0,0.3108,0,0.0715,4,3,0,0,0.1003,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,9,"Le Cordon Bleu College of Culinary Arts-Scottsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24348,NA,12912,12912,NA,2012,0.137645479,0.451656222,9500,0.806848702,0.5230896097,46278,20428,20428,0.0243957028,0.2685765443,0.7069,0.4227597581,16946,0.478961504,30,0.4769103903,0.0333482543,0.0584153984,12228,27370,0.2446284691,0.895255148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",4010,0.0207,"Chandler",0.0036,4,9559,0.0174,0.0512,2,1,1,1907,0.0041,0.1201,21,364025,-2,10909,1,0,0,1,0,2,85225,0.2461,0.9928,0,0.5382,0,0.0434,1,1,0,0,0.2014,0,0,0,0.6341,"North Central Association of Colleges and Schools The Higher Learning Commission",0,4,"Chandler-Gilbert Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10851,NA,1854,7638,NA,2012,0.2864471289,0.5637928181,3500,0.804236307,0.5479477965,48399,25343,25343,0.0102598047,0.483038226,0.1738,0.4021184036,26547,0.5399635942,25,0.4520522035,0.0984610293,0.159854377,NA,36480,0.1907992719,0.560152242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",10320,NA,"Mesa",NA,4,8198,NA,NA,4,15,0,13296,NA,NA,11,420574,-2,NA,1,0,0,3,0,19,85212,NA,0.9183,0,NA,0,NA,5,1,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,13,"Arizona State University-Polytechnic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
