"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pftfac","hbcu","nanti","numbranch","control","pbi","menonly","hcm2","aanapii","hsi","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ugds","ug","ugds_white","ugds_black","ugds_hisp","ugds_asian","ugds_aian","ugds_nhpi","ugds_2mor","ugds_nra","ugds_unkn","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","pptug_ef2","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","pctpell","year","pctfloan","ug25abv","par_ed_pct_ms","par_ed_pct_hs","par_ed_pct_ps","appl_sch_pct_ge2","appl_sch_pct_ge3","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","debt_mdn","grad_debt_mdn","loan_ever","pell_ever","age_entry","age_entry_sq","agege24","female","married","dependent","veteran","first_gen","faminc","md_faminc","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"117",1491,"Phoenix",4,3374,2,4,1,10449,11,105659,-2,1,0,0,1,0,11,85034,0.7692,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,2,"Refrigeration School Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,NA,0.4492,0.063,0.3171,0.0203,0.0386,0.0102,0.0224,0.002,0.0772,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,38812,NA,NA,22862,0.7552,2009,0.7808,0.7581,NA,0.4975845411,0.4251207729,0.1142587347,0.0349386213,NA,NA,54148,32859,8977.5,9500,0.920679887,0.720491029,32,NA,NA,0.0094428706,0.3380547686,0.1520302172,0.1170915958,0.5748792271,36095,27722,32859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1830,"Lake Havasu City",4,NA,1,-2,1,8454,13,104391,-2,1,0,0,1,0,-2,86403,NA,0,0,1,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Charles of Italy Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,0.6747,0.0241,0.0361,0.012,0.012,0.0482,0,0,0,0.1807,0,0,0.012,0,NA,NA,NA,NA,NA,NA,NA,0,NA,18964,NA,NA,10220,0.7308,2009,0.5769,0.4138,NA,0.6826923077,NA,NA,NA,NA,NA,34681,15162,6000,6861,0.885714286,NA,29,NA,NA,0.7857142857,0.3071428571,0.35,NA,0.7307692308,21993,12469,15162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",6303,"Holbrook",4,6020,2,1,1,1245,41,105349,-2,1,0,0,1,0,9,86025,1,0,1,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,2,"Northland Pioneer College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1684,NA,0.4602,0.0101,0.0707,0.0042,0.3605,0.003,0.0166,0,0.0748,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.6966,12352,NA,1248,6000,NA,0.2032,2009,0,0.4771,NA,0.4430147059,0.4972426471,0.2722551929,0.1060830861,0.0534124629,0.03115727,25582,17315,NA,NA,NA,NA,28,NA,NA,0.6483679525,0.2707715134,0.3286350148,0.0326409496,0.5027573529,20032,16404,17315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",20904,"Glendale",4,11643,4,0,0,44185,21,423643,-2,1,0,0,4,0,25,85308,0.8691,0,0,2,2,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Midwestern University-Glendale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0,0,0,0,0,0,0,0,0.3636,0.2727,0.0909,0.1818,0,0.0909,NA,NA,NA,NA,NA,NA,NA,0.2727,NA,NA,NA,NA,NA,0.4167,2009,0.8333,0.5455,NA,NA,NA,NA,NA,NA,NA,NA,NA,15625,NA,NA,NA,27,NA,NA,0.4651162791,0.3023255814,NA,NA,NA,32526,25338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",3582,"Phoenix",4,3929,3,4,1,13638,11,103893,-2,1,0,0,1,0,10,85051,0.5,0,0,6,3,0,0,0,0,0,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,2,"Carrington College-Phoenix",NA,NA,0.9352,0.9352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5844,NA,0.3145,0.0643,0.3518,0.0306,0.0717,7e-04,0.0096,2e-04,0.1566,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,22736,NA,NA,13055,0.5719,2009,0.669,0.5217,NA,0.4432666468,0.4328157659,0.2001419446,0.0591436007,0.0235391531,0.0110007097,42020,20864,9500,9500,0.915188077,0.850011829,27,NA,NA,0.7823515496,0.2106695056,0.2901585048,0.0288620771,0.5671842341,27002,18053,20864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2713,"Tucson",4,6249,3,10,1,6165,11,105534,-2,1,0,0,1,0,26,85716,0.268,0,0,11,3,0,0,0,0,0,"Accrediting Bureau of Health Education Schools",0,9,"Pima Medical Institute-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198,NA,0.4257,0.0484,0.424,0.0217,0.0192,0,0.0192,0,0.0417,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,19453,NA,NA,9700,0.6682,2009,0.8985,0.5309,NA,0.4480057549,0.4816561426,0.2182751266,0.0657158091,0.0289256198,0.013796321,52028,25477,7500,7500,0.931085044,0.726672887,28,NA,NA,0.8191149027,0.259997334,0.288856305,0.0327912557,0.5183438574,33147,21811,25477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",5705,"Tempe",4,NA,1,-2,1,9428,12,104911,-2,0,0,0,1,0,-2,85282,NA,0,0,1,3,0,0,0,0,0,NA,0,-2,"International Academy of Hair Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,0.5444,0.0828,0.2722,0.0059,0.0118,0.0059,0,0,0.0769,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,27584,NA,NA,16095,0.1619,2009,0.2413,0.432,NA,0.4215686275,0.4967320261,0.2922252011,0.1018766756,NA,NA,59554,24352,6333,7125,0.922252011,0.742627346,26,NA,NA,0.9436997319,0.2064343164,0.3565683646,NA,0.5032679739,36904,22424,24352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",7738,"Prescott",4,4386,4,9,1,17501,13,105589,-2,1,0,0,3,0,20,86301,0.8657,0,0,1,2,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Prescott College",NA,NA,0.8129,0.8129,530,650,470,580,480,620,590,525,550,19,27,21,29,17,26,NA,NA,23,25,22,NA,1093,1093,761,NA,0.8318,0.0184,0.0657,0.0118,0.0145,0.0026,0.0342,0.0105,0.0105,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.1669,33566,NA,24643,24643,NA,0.3315,2009,0.5354,0.4218,NA,NA,0.7569573284,0.3881118881,0.1765734266,0.1066433566,0.0769230769,103465,26547,12500,18750,0.933566434,0.66958042,28,NA,NA,0.6590909091,0.2027972028,0.3706293706,0.034965035,0.2430426716,55055,31541,26547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",9671,"Tempe",4,10647,4,15,1,12460,12,104151,-2,1,0,0,3,0,15,85287,0.8611,0,0,5,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Arizona State University-Tempe",NA,NA,0.9034,0.9034,470,600,480,610,NA,NA,535,545,NA,20,26,20,26,20,27,NA,NA,23,23,24,NA,1076,1076,53902,NA,0,0,0,0,0,0,0,0.0226,0.0432,0.6388,0.0509,0.0608,0.0223,0.1614,NA,NA,NA,NA,NA,NA,NA,0.1561,17021,NA,6844,19629,NA,0.2282,2009,0.3801,0.1804,NA,0.3320861395,0.6321609711,0.3980768494,0.1982147646,0.116691568,0.0737463127,80100,31193,9875,14000,0.87361606,0.661648086,22,NA,NA,0.5384821668,0.1125924223,0.6782362181,0.0235988201,0.3678390289,64363,44191,31193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",4701,"Mesa",4,9266,2,1,1,1957,11,105154,-2,1,0,0,1,0,2,85202,0.9941,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Mesa Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17822,NA,0,0,0,0,0,0,0,0.0147,0.1141,0.57,0.0612,0.041,0.0361,0.1629,NA,NA,NA,NA,NA,NA,NA,0.6297,12413,NA,1734,7518,NA,0.1598,2009,0.1571,0.3683,NA,0.400579247,0.552681514,0.4158552348,0.1783713916,0.0864282637,0.0468763464,48241,22596,4000,10000,0.627143473,0.81404567,26,NA,NA,0.5321844033,0.1881085739,0.4319689789,0.0417923309,0.447318486,33674,24055,22596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",6537,"Phoenix",4,5030,3,13,1,9345,11,105899,88,1,0,0,3,0,22,85032,0.1714,0,0,1,2,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,7,"Arizona Christian University",NA,NA,0.6262,0.6262,470,500,450,610,NA,NA,485,530,NA,20,25,16,27,21,23,NA,NA,23,22,22,NA,1027,1027,401,NA,0.8603,0.0374,0.0648,0.01,0.0175,0.0025,0,0.0075,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0698,25112,NA,15177,15177,NA,0.357,2009,0.6352,0.2618,NA,NA,0.6985294118,0.4413793103,0.2586206897,0.1482758621,0.0931034483,79519,26417,10500,16499,0.9,0.617241379,23,NA,NA,0.4620689655,0.1172413793,0.7034482759,NA,0.3014705882,63772,49663,26417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",6512,"Coolidge",4,6105,2,1,1,1192,41,104346,-2,1,0,0,2,0,6,85128,1,0,0,1,1,0,0,0,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Central Arizona College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5281,NA,0.5213,0.0841,0.2615,0.0144,0.0494,0.0045,0,0.003,0.0617,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.6664,11312,NA,1736,7728,NA,0.2343,2009,0.1156,0.5229,NA,0.4445500634,0.4866920152,0.3246278402,0.1483416036,0.0864455471,0.0472708279,36524,24602,4655,10509,0.402193784,0.906503003,28,NA,NA,0.6364586054,0.2718725516,0.3562287804,0.0316009402,0.5133079848,28849,23261,24602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",3306,"Tempe",4,7104,4,11,1,8252,12,106102,-2,1,0,0,3,0,29,85282,0.03,0,0,1,3,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,9,"Western International University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,0,0,0,0,0,0,0,0.0109,0.1669,0.537,0.1224,0.019,0.0268,0.117,NA,NA,NA,NA,NA,NA,NA,0,26130,NA,9792,9792,NA,0.1634,2009,0.7968,0.9369,NA,0.4300429185,0.5193133047,0.3565217391,0.1253623188,0.0572463768,0.0326086957,57620,42587,6181,21125,0.872463768,0.662318841,36,NA,NA,0.6623188406,0.4231884058,0.0304347826,0.134057971,0.4806866953,43044,33934,42587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",3378,"Mesa",4,5606,2,4,0,7408,11,260691,-2,1,0,0,1,0,10,85202,0.6154,0,0,11,3,0,0,0,0,0,"Accrediting Bureau of Health Education Schools",0,2,"Pima Medical Institute-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274,NA,0.2826,0.0267,0.1617,0.029,0.0212,0,0.0361,0,0.4427,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,19453,NA,NA,9700,0.5093,2009,0.7843,0.5495,NA,0.4480057549,0.4816561426,0.2182751266,0.0657158091,0.0289256198,0.013796321,52028,25477,7500,7500,0.931085044,0.726672887,28,NA,NA,0.8191149027,0.259997334,0.288856305,0.0327912557,0.5183438574,33147,21811,25477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",3778,"Avondale",4,9295,2,1,1,1491,22,384333,-2,1,0,0,2,0,2,85392,1,0,0,1,1,0,0,0,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,4,"Estrella Mountain Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5213,NA,0,0,0,0,0,0,0,0.0042,0.1239,0.367,0.0934,0.0445,0.0152,0.3518,NA,NA,NA,NA,NA,NA,NA,0.6731,11173,NA,1734,7518,NA,0.2054,2009,0.1541,0.3524,NA,0.465320911,0.4319358178,0.4099405268,0.181393373,0.0906966865,0.0528887001,43221,29118,3500,5536,0.589209856,0.824766355,26,NA,NA,0.6635514019,0.2336448598,0.424808836,0.0339847069,0.5680641822,35109,27387,29118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2071,"Scottsdale",4,4623,3,11,1,7653,12,262332,-2,1,0,0,2,0,32,85251,NA,0,0,4,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,9,"Le Cordon Bleu College of Culinary Arts-Scottsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1464,NA,0.4611,0.0724,0.1673,0.0198,0.0581,7e-04,0.0184,0.0041,0.1981,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,49526,NA,38200,38200,NA,0.2808,2009,0.4626,0.433,NA,0.4137519873,0.5492845787,0.1865771812,0.0530201342,0.0261744966,0.0144295302,65648,25991,12000,16000,0.940939597,0.706040269,28,NA,NA,0.4,0.1785234899,0.3731543624,0.0654362416,0.4507154213,40789,25334,25991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",4010,"Chandler",4,9559,2,1,1,1907,21,364025,-2,1,0,0,1,0,2,85225,0.9928,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,4,"Chandler-Gilbert Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7007,NA,0,0,0,0,0,0,0,0.006,0.1023,0.6055,0.0452,0.0527,0.0174,0.1708,NA,NA,NA,NA,NA,NA,NA,0.6088,11076,NA,1734,7518,NA,0.1012,2009,0.108,0.277,NA,0.4132873167,0.5435720449,0.4697850822,0.2108723135,0.0943109987,0.0513274336,54175,29735,3500,NA,0.619974716,0.763084703,25,NA,NA,0.5625790139,0.2139064475,0.4864728192,0.0353982301,0.4564279551,41625,31191,29735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",10320,"Mesa",4,8198,4,15,0,13296,11,420574,-2,1,0,0,3,0,19,85212,0.9183,0,0,5,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,13,"Arizona State University-Polytechnic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
